Datetime,Open,High,Low,Close,Volume,OI
2026-06-11 09:18:00+05:30,944.45,944.45,944.45,944.45,65,65
2026-06-11 09:19:00+05:30,944.45,944.45,944.45,944.45,0,65
2026-06-11 09:20:00+05:30,944.45,944.45,944.45,944.45,0,65
2026-06-11 09:21:00+05:30,944.45,944.45,944.45,944.45,0,65
2026-06-11 09:22:00+05:30,991.65,991.65,991.65,991.65,65,65
2026-06-11 09:23:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:24:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:25:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:26:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:27:00+05:30,991.65,991.65,991.65,991.65,65,65
2026-06-11 09:28:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:29:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:30:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:31:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:32:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:33:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:34:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:35:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:36:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:37:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:38:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:39:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:40:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:41:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:42:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:43:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:44:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:45:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:46:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:47:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:48:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:49:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:50:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:51:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:52:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:53:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:54:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:55:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:56:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:57:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:58:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 09:59:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:00:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:01:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:02:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:03:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:04:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:05:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:06:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:07:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:08:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:09:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:10:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:11:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:12:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:13:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:14:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:15:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:16:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:17:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:18:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:19:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:20:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:21:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:22:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:23:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:24:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:25:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:26:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:27:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:28:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:29:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:30:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:31:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:32:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:33:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:34:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:35:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:36:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:37:00+05:30,991.65,991.65,991.65,991.65,0,65
2026-06-11 10:38:00+05:30,991.65,991.65,991.65,991.65,0,65
